0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	84.600	84.682	84.932	85.145	84.958	85.167	84.781	85.042	86.108	83.652	84.397	86.006	84.670	83.414	86.163	85.068	84.711	84.901	83.758	86.103	88.448	83.956	75.465	81.825	82.043	78.749	81.579	84.937	84.140	81.523	81.639	87.465	81.712	84.715	75.480	78.848	85.740	85.751	81.412	82.232	101.603	101.538	107.281	107.442	98.475	106.893	102.328	103.208	98.522	100.683	98.453	92.667	101.574	94.415	92.729	103.376	93.466	103.632	92.706	91.028	151.384	137.068	151.617	152.331	142.678	148.791	165.162	145.192	148.646	152.812	154.772	153.058	160.494	157.417	148.657	154.265	141.630	142.189	154.037	151.674	256.848	261.621	263.727	261.242	256.396	260.803	269.535	259.441	273.998	269.666	262.086	257.426	255.267	255.644	269.243	266.123	272.560	260.145	259.128	259.046	257.871	262.930	251.309	256.545	263.188	260.198	249.079	258.358	254.260	262.208	250.869	263.073	261.200	254.895	264.550	256.655	259.763	256.249	264.378	259.994	197.613	182.999	184.977	203.198	197.366	193.718	194.466	187.370	206.804	184.319	184.702	183.202	208.532	202.014	198.223	197.986	196.724	195.322	209.351	182.022
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	84.727	84.790	83.776	84.846	84.897	85.855	83.568	86.175	83.471	83.220	84.828	83.546	83.651	83.475	86.382	84.532	84.474	84.502	84.793	85.085	78.995	88.605	84.614	88.396	78.176	75.697	82.285	81.291	81.704	85.416	88.398	84.311	87.735	87.562	82.205	78.059	85.082	84.837	85.378	75.520	103.398	100.133	95.849	91.202	100.234	104.610	108.225	91.068	103.568	104.524	106.876	90.698	94.934	92.912	98.348	95.579	95.373	103.813	95.279	102.458	151.774	142.692	158.339	148.775	140.095	144.925	148.429	138.510	138.485	148.328	143.407	148.781	158.991	140.502	148.101	142.858	138.097	151.599	150.999	148.559	255.659	258.553	273.674	261.083	257.573	258.205	262.102	262.763	256.474	269.273	261.850	270.815	259.194	262.983	273.277	258.723	269.768	258.222	261.827	256.614	256.723	259.398	257.209	257.727	266.547	258.847	258.823	260.677	261.243	258.558	264.597	258.027	258.092	256.978	257.026	265.258	254.258	256.692	264.110	264.460	183.328	193.602	194.714	182.864	191.244	189.518	185.347	192.491	211.154	185.300	208.912	197.092	198.644	186.868	180.365	198.499	199.524	182.232	183.996	194.658
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	84.519	83.636	84.944	84.937	86.393	83.849	83.888	86.248	86.074	86.105	83.494	84.620	85.983	86.092	84.707	84.592	84.970	83.267	83.464	87.270	82.095	85.865	86.315	88.516	85.193	84.613	85.673	88.485	82.006	82.532	88.725	88.891	81.809	84.037	87.185	81.724	81.922	78.646	88.440	78.489	101.316	108.139	92.532	104.854	106.436	102.046	106.402	98.368	101.818	103.833	105.202	99.758	106.146	104.550	101.590	103.233	109.163	94.063	101.405	90.888	142.342	148.457	143.530	139.682	139.562	145.547	136.934	148.704	148.784	137.348	150.987	143.956	153.977	144.288	153.774	136.600	148.476	148.694	139.354	141.838	268.659	256.102	260.277	259.304	259.698	255.556	261.261	269.023	255.425	263.441	257.005	270.592	257.398	258.660	259.386	262.013	256.264	259.936	269.478	255.799	259.765	257.234	262.256	256.374	261.432	260.680	262.935	258.462	261.912	258.024	254.662	256.914	260.435	266.103	254.638	262.756	259.476	266.279	261.619	263.557	181.228	195.021	207.732	194.378	182.244	216.808	180.749	195.993	207.574	194.031	181.866	175.102	194.431	210.112	207.158	197.551	193.367	180.184	173.525	204.020
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	84.757	83.854	84.973	84.995	85.968	83.318	83.664	84.791	84.915	83.287	83.978	85.906	84.821	83.852	86.202	86.028	85.180	86.038	83.283	83.664	81.577	88.920	86.093	82.193	89.002	81.372	87.609	85.793	84.232	86.433	85.228	85.414	87.841	84.986	85.621	85.070	81.880	87.938	88.691	89.104	97.393	103.770	93.800	98.720	90.510	97.368	93.487	104.835	101.586	104.700	101.868	100.627	104.253	103.595	102.559	106.417	101.826	91.431	107.420	101.844	153.804	148.535	141.236	147.966	139.962	148.048	148.307	149.183	151.585	144.311	144.038	154.452	147.936	144.638	156.063	156.132	157.148	148.972	149.125	146.319	257.961	259.308	262.324	257.114	259.412	259.715	263.077	264.111	263.308	269.828	259.060	265.635	263.118	264.166	269.572	263.336	258.293	271.281	258.049	271.299	257.966	255.204	258.013	259.440	257.748	262.845	263.486	262.664	268.095	259.979	256.957	265.791	264.255	260.775	260.511	265.937	258.043	258.450	259.860	260.500	193.405	207.467	195.008	189.848	192.477	188.001	203.961	194.365	211.899	205.491	183.826	181.482	209.715	202.283	196.715	196.127	211.115	182.352	198.393	200.692
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	86.182	85.047	86.474	85.928	84.378	84.464	84.830	85.672	86.120	84.527	84.992	85.062	83.965	84.835	83.756	85.011	84.014	84.805	86.058	83.532	85.859	89.226	81.832	82.151	79.047	80.669	81.314	88.878	86.094	85.728	85.149	88.450	88.008	81.797	84.594	87.951	85.330	84.665	84.460	78.403	102.783	91.305	112.002	98.475	100.905	101.460	104.347	100.941	104.707	103.080	108.896	104.375	93.863	101.678	109.820	93.316	101.261	94.120	93.427	93.517	143.655	148.495	148.643	137.206	146.361	142.158	138.035	149.237	136.972	148.205	136.056	142.527	148.401	137.157	150.991	151.002	143.009	139.224	142.442	137.355	257.265	255.926	262.354	257.383	270.721	271.388	257.511	256.733	268.552	257.336	256.279	256.578	271.281	270.600	268.670	260.738	263.718	264.970	261.608	260.206	260.469	257.613	257.964	260.590	254.529	264.749	262.268	252.882	259.815	259.731	255.297	253.697	264.627	259.108	260.373	258.396	258.680	258.638	260.852	259.182	194.357	211.104	195.314	202.083	184.033	174.500	171.750	180.669	196.427	192.612	210.455	207.789	195.077	178.831	195.871	182.439	184.614	180.076	203.288	211.918
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	85.788	83.759	85.047	86.024	85.791	84.810	83.719	84.641	86.204	83.793	86.270	85.011	84.952	85.114	83.682	84.712	84.807	83.894	85.810	83.425	81.486	88.476	81.403	84.624	84.330	75.359	82.176	84.631	87.934	88.463	88.451	85.179	88.127	87.500	84.296	85.871	85.985	87.911	81.702	85.607	106.037	104.989	92.593	102.998	101.168	102.616	98.694	103.101	105.338	102.960	104.974	104.822	107.840	98.299	100.620	90.925	104.017	103.475	100.830	93.248	145.197	148.783	143.042	157.801	140.105	151.590	148.356	147.966	139.095	151.785	148.121	148.316	138.161	142.150	149.008	158.107	148.118	143.364	146.659	141.785	263.793	268.823	256.007	263.577	263.487	273.043	264.730	271.665	269.545	260.178	258.509	263.319	256.470	271.292	262.993	258.242	262.268	261.442	269.320	270.118	250.372	258.267	256.390	248.641	259.770	250.549	257.668	262.678	257.803	264.495	255.535	256.339	258.394	258.568	261.665	255.636	260.456	257.521	255.229	257.236	193.337	191.783	193.640	192.698	210.514	194.848	208.686	181.047	190.417	211.751	173.372	181.474	195.509	194.177	189.150	206.946	174.563	210.821	204.606	191.223
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	84.539	84.630	83.717	83.945	83.659	84.696	84.618	84.743	85.236	84.517	84.910	84.834	83.452	84.790	85.897	86.284	83.280	84.725	83.809	86.173	81.390	76.723	85.489	87.935	84.755	84.608	84.386	78.303	88.305	87.389	82.353	87.099	82.158	88.538	82.022	81.633	82.411	82.254	82.653	88.870	101.550	101.337	91.163	96.630	107.289	103.545	103.375	107.726	107.400	96.010	102.221	93.352	100.600	100.241	108.102	105.343	102.926	92.650	100.589	103.221	145.581	155.385	160.335	148.637	154.013	143.039	138.771	152.106	142.184	139.954	144.927	145.262	148.929	142.582	138.198	139.030	144.218	151.556	149.116	143.558	271.018	262.281	263.624	264.062	271.751	263.846	270.702	274.049	270.144	271.387	268.744	259.040	271.586	259.020	271.602	272.966	258.714	265.792	257.155	258.151	254.130	258.120	261.188	257.004	261.091	257.908	255.642	260.168	266.328	253.536	262.297	261.231	255.754	259.290	259.909	263.092	251.834	262.916	262.914	258.826	193.613	185.526	206.670	178.049	194.030	195.024	204.677	192.944	188.367	210.580	202.632	186.156	182.357	194.984	208.071	194.685	203.547	206.134	203.650	195.024
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	88.806	86.272	84.782	83.582	85.843	84.816	84.732	86.245	86.353	86.981	86.844	87.975	86.513	85.851	85.137	85.800	83.958	84.744	85.576	85.914	85.410	81.352	87.104	88.281	84.889	85.024	81.376	82.130	82.610	82.064	81.307	87.685	81.688	85.572	81.068	77.832	85.110	82.033	87.711	78.952	105.529	101.605	97.482	104.178	99.260	101.400	104.881	112.715	110.523	112.359	105.359	101.520	93.488	103.094	105.921	106.067	98.078	104.057	103.039	105.300	148.839	139.392	142.521	146.786	148.666	137.057	144.654	151.136	151.452	143.331	144.896	151.632	141.296	160.221	151.657	139.939	148.932	148.642	156.614	155.428	270.989	268.287	262.611	270.493	271.591	257.934	263.535	262.000	258.699	271.140	271.065	269.114	270.976	270.046	260.674	257.201	270.229	262.211	257.812	259.881	261.653	256.876	259.997	246.416	262.001	267.216	259.622	259.178	264.743	261.567	260.986	262.700	259.679	258.453	259.805	258.279	261.230	263.570	262.432	261.243	183.146	195.462	187.441	182.208	182.636	184.264	183.104	205.502	196.543	201.583	201.010	183.227	208.281	179.460	198.299	201.648	210.635	194.518	207.493	210.007
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	86.427	86.538	85.934	85.712	85.069	85.920	88.902	85.172	87.799	85.204	84.755	83.354	83.519	85.009	83.412	86.817	83.533	85.867	86.678	86.182	84.209	88.050	82.140	82.180	85.940	88.113	89.254	88.882	81.847	82.119	84.961	87.488	83.994	88.084	84.977	87.909	87.485	79.313	82.295	85.097	109.458	97.459	103.797	102.145	102.358	94.524	103.448	92.706	102.321	108.138	91.099	112.368	103.185	108.513	104.467	101.754	104.127	106.223	100.990	103.109	154.133	157.915	160.208	153.927	150.924	160.560	149.009	143.492	161.006	156.597	140.498	148.586	139.284	143.819	151.494	151.527	138.661	145.479	141.328	138.364	260.466	260.731	255.472	264.436	257.327	270.271	256.492	256.046	255.788	257.228	259.320	260.516	270.460	270.306	255.487	259.223	260.116	255.779	258.903	258.903	259.360	256.797	254.750	255.544	260.343	262.298	259.387	256.978	267.941	265.618	257.372	261.139	260.759	261.456	266.275	259.957	260.521	258.603	261.115	257.656	203.841	183.951	196.701	215.862	209.067	183.773	180.738	198.055	178.500	199.265	186.766	200.832	195.468	206.672	190.124	186.468	213.580	193.838	173.467	185.760
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	86.131	86.262	85.856	83.635	84.867	86.209	86.677	90.393	84.612	85.279	84.007	84.615	84.574	84.717	84.540	84.584	84.734	85.051	84.448	85.788	81.244	88.697	88.481	82.357	78.042	89.092	85.850	87.888	88.000	88.025	88.699	81.639	88.355	88.645	87.587	82.503	81.880	82.193	85.545	87.777	104.534	101.172	102.329	103.054	109.984	106.707	90.876	90.624	107.160	109.270	95.284	102.338	100.982	96.483	104.054	105.040	102.136	97.509	103.522	99.446	160.381	139.288	157.182	149.062	149.091	151.535	154.242	139.906	149.367	154.394	138.015	151.739	149.450	137.186	148.852	145.756	151.483	142.952	149.277	148.950	269.376	258.380	254.904	270.866	258.381	272.929	258.042	257.997	262.463	259.676	262.692	269.890	259.371	257.393	256.657	258.175	259.816	258.057	270.192	270.192	257.302	264.800	257.511	263.359	265.889	257.506	260.537	254.777	265.779	258.093	261.037	253.661	260.932	256.308	259.122	251.621	258.932	262.673	260.968	261.474	184.692	195.912	201.548	211.040	175.407	195.141	187.233	190.807	201.280	204.485	194.098	192.863	192.678	209.606	195.159	181.125	197.523	206.963	193.470	196.107
83.527	84.947	83.352	85.029	83.711	86.568	86.439	86.046	84.906	86.024	84.995	85.863	84.698	86.096	85.829	84.469	84.706	84.911	83.387	85.007	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	20.453	20.526	20.532	20.400	20.943	20.601	20.598	21.412	21.326	21.104	20.991	21.027	21.313	20.332	20.497	20.972	20.548	21.930	21.008	20.475	165.115	162.950	163.834	162.758	165.155	163.262	162.943	169.169	170.134	172.201	164.661	162.719	164.797	172.857	167.215	165.138	162.624	162.334	171.570	171.237	207.771	191.153	206.852	206.493	209.999	203.435	208.865	208.267	199.991	210.924	205.679	197.819	210.458	195.009	196.205	192.406	188.340	184.821	206.575	215.048	188.934	153.092	150.146	152.213	191.179	153.707	176.000	153.353	199.734	170.777	186.261	186.377	199.175	164.748	153.685	164.338	186.261	201.107	159.520	174.458	188.934	193.341	185.092	192.234	188.481	190.213	189.284	190.803	188.073	188.956	189.487	185.037	187.648	191.058	196.125	184.495	178.922	186.242	191.894	189.403	124.517	127.419	123.045	132.192	130.273	115.979	128.967	128.873	128.288	129.221	117.843	119.542	127.244	125.056	118.557	128.410	121.128	121.128	117.155	130.845
